expression,meaning,example,domain
thi@ima,imagining-component of thinking,thi@ima = the imagining aspect hidden in thinking,cognitive
ima@thi,thinking-component of imagining,ima@thi = the thinking aspect within imagining,cognitive
thi@dre,dreaming-component of thinking,thi@dre = the dreaming aspect hidden in thinking,cognitive
dre@thi,thinking-component of dreaming,dre@thi = the thinking aspect within dreaming,cognitive
thi@for,forget-component of thinking,thi@for = the forget aspect hidden in thinking,cognitive
for@thi,thinking-component of forget,for@thi = the thinking aspect within forget,cognitive
thi@rec,recall-component of thinking,thi@rec = the recall aspect hidden in thinking,cognitive
rec@thi,thinking-component of recall,rec@thi = the thinking aspect within recall,cognitive
thi@ang,anger-component of thinking,thi@ang = the anger aspect hidden in thinking,cognitive
ang@thi,thinking-component of anger,ang@thi = the thinking aspect within anger,cognitive
thi@joy,joy-component of thinking,thi@joy = the joy aspect hidden in thinking,cognitive
joy@thi,thinking-component of joy,joy@thi = the thinking aspect within joy,cognitive
thi@sad,sadness-component of thinking,thi@sad = the sadness aspect hidden in thinking,cognitive
sad@thi,thinking-component of sadness,sad@thi = the thinking aspect within sadness,cognitive
thi@fea,fear-component of thinking,thi@fea = the fear aspect hidden in thinking,cognitive
fea@thi,thinking-component of fear,fea@thi = the thinking aspect within fear,cognitive
thi@des,desire-component of thinking,thi@des = the desire aspect hidden in thinking,cognitive
des@thi,thinking-component of desire,des@thi = the thinking aspect within desire,cognitive
thi@hop,hope-component of thinking,thi@hop = the hope aspect hidden in thinking,cognitive
hop@thi,thinking-component of hope,hop@thi = the thinking aspect within hope,cognitive
thi@cou,courage-component of thinking,thi@cou = the courage aspect hidden in thinking,cognitive
cou@thi,thinking-component of courage,cou@thi = the thinking aspect within courage,cognitive
thi@cow,coward-component of thinking,thi@cow = the coward aspect hidden in thinking,cognitive
cow@thi,thinking-component of coward,cow@thi = the thinking aspect within coward,cognitive
thi@lov,love-component of thinking,thi@lov = the love aspect hidden in thinking,cognitive
lov@thi,thinking-component of love,lov@thi = the thinking aspect within love,cognitive
thi@hat,hate-component of thinking,thi@hat = the hate aspect hidden in thinking,cognitive
hat@thi,thinking-component of hate,hat@thi = the thinking aspect within hate,cognitive
thi@pri,pride-component of thinking,thi@pri = the pride aspect hidden in thinking,cognitive
pri@thi,thinking-component of pride,pri@thi = the thinking aspect within pride,cognitive
thi@sha,shame-component of thinking,thi@sha = the shame aspect hidden in thinking,cognitive
sha@thi,thinking-component of shame,sha@thi = the thinking aspect within shame,cognitive
thi@bor,bored-component of thinking,thi@bor = the bored aspect hidden in thinking,cognitive
bor@thi,thinking-component of bored,bor@thi = the thinking aspect within bored,cognitive
thi@exc,excitement-component of thinking,thi@exc = the excitement aspect hidden in thinking,cognitive
exc@thi,thinking-component of excitement,exc@thi = the thinking aspect within excitement,cognitive
thi@anx,anxious-component of thinking,thi@anx = the anxious aspect hidden in thinking,cognitive
anx@thi,thinking-component of anxious,anx@thi = the thinking aspect within anxious,cognitive
thi@cal,calm-component of thinking,thi@cal = the calm aspect hidden in thinking,cognitive
cal@thi,thinking-component of calm,cal@thi = the thinking aspect within calm,cognitive
thi@cur,curious-component of thinking,thi@cur = the curious aspect hidden in thinking,cognitive
cur@thi,thinking-component of curious,cur@thi = the thinking aspect within curious,cognitive
thi@cre,creative-component of thinking,thi@cre = the creative aspect hidden in thinking,cognitive
cre@thi,thinking-component of creative,cre@thi = the thinking aspect within creative,cognitive
thi@pra,practical-component of thinking,thi@pra = the practical aspect hidden in thinking,cognitive
pra@thi,thinking-component of practical,pra@thi = the thinking aspect within practical,cognitive
thi@log,logical-component of thinking,thi@log = the logical aspect hidden in thinking,cognitive
log@thi,thinking-component of logical,log@thi = the thinking aspect within logical,cognitive
thi@ilg,illogical-component of thinking,thi@ilg = the illogical aspect hidden in thinking,cognitive
ilg@thi,thinking-component of illogical,ilg@thi = the thinking aspect within illogical,cognitive
thi@val,valid-component of thinking,thi@val = the valid aspect hidden in thinking,cognitive
val@thi,thinking-component of valid,val@thi = the thinking aspect within valid,cognitive
thi@fal,false-component of thinking,thi@fal = the false aspect hidden in thinking,cognitive
fal@thi,thinking-component of false,fal@thi = the thinking aspect within false,cognitive
thi@tru,true-component of thinking,thi@tru = the true aspect hidden in thinking,cognitive
tru@thi,thinking-component of true,tru@thi = the thinking aspect within true,cognitive
thi@par,paradoxical-component of thinking,thi@par = the paradoxical aspect hidden in thinking,cognitive
par@thi,thinking-component of paradoxical,par@thi = the thinking aspect within paradoxical,cognitive
thi@jus,justified-component of thinking,thi@jus = the justified aspect hidden in thinking,cognitive
jus@thi,thinking-component of justified,jus@thi = the thinking aspect within justified,cognitive
thi@int,intuition-component of thinking,thi@int = the intuition aspect hidden in thinking,cognitive
int@thi,thinking-component of intuition,int@thi = the thinking aspect within intuition,cognitive
thi@aim,aim-component of thinking,thi@aim = the aim aspect hidden in thinking,cognitive
aim@thi,thinking-component of aim,aim@thi = the thinking aspect within aim,cognitive
thi@pur,purpose-component of thinking,thi@pur = the purpose aspect hidden in thinking,cognitive
pur@thi,thinking-component of purpose,pur@thi = the thinking aspect within purpose,cognitive
thi@puz,puzzle-component of thinking,thi@puz = the puzzle aspect hidden in thinking,cognitive
puz@thi,thinking-component of puzzle,puz@thi = the thinking aspect within puzzle,cognitive
thi@wis,wise-component of thinking,thi@wis = the wise aspect hidden in thinking,cognitive
wis@thi,thinking-component of wise,wis@thi = the thinking aspect within wise,cognitive
thi@ign,ignorant-component of thinking,thi@ign = the ignorant aspect hidden in thinking,cognitive
ign@thi,thinking-component of ignorant,ign@thi = the thinking aspect within ignorant,cognitive
rea@ana,analyzing-component of reasoning,rea@ana = the analyzing aspect hidden in reasoning,cognitive
ana@rea,reasoning-component of analyzing,ana@rea = the reasoning aspect within analyzing,cognitive
rea@syn,synthesizing-component of reasoning,rea@syn = the synthesizing aspect hidden in reasoning,cognitive
syn@rea,reasoning-component of synthesizing,syn@rea = the reasoning aspect within synthesizing,cognitive
rea@ded,deducing-component of reasoning,rea@ded = the deducing aspect hidden in reasoning,cognitive
ded@rea,reasoning-component of deducing,ded@rea = the reasoning aspect within deducing,cognitive
rea@ind,inducing-component of reasoning,rea@ind = the inducing aspect hidden in reasoning,cognitive
ind@rea,reasoning-component of inducing,ind@rea = the reasoning aspect within inducing,cognitive
rea@abd,abducting-component of reasoning,rea@abd = the abducting aspect hidden in reasoning,cognitive
abd@rea,reasoning-component of abducting,abd@rea = the reasoning aspect within abducting,cognitive
rea@hyp,hypothesizing-component of reasoning,rea@hyp = the hypothesizing aspect hidden in reasoning,cognitive
hyp@rea,reasoning-component of hypothesizing,hyp@rea = the reasoning aspect within hypothesizing,cognitive
rea@crt,certain-component of reasoning,rea@crt = the certain aspect hidden in reasoning,cognitive
crt@rea,reasoning-component of certain,crt@rea = the reasoning aspect within certain,cognitive
rea@prb,probable-component of reasoning,rea@prb = the probable aspect hidden in reasoning,cognitive
prb@rea,reasoning-component of probable,prb@rea = the reasoning aspect within probable,cognitive
rea@sus,suspect-component of reasoning,rea@sus = the suspect aspect hidden in reasoning,cognitive
sus@rea,reasoning-component of suspect,sus@rea = the reasoning aspect within suspect,cognitive
rea@dou,doubting-component of reasoning,rea@dou = the doubting aspect hidden in reasoning,cognitive
dou@rea,reasoning-component of doubting,dou@rea = the reasoning aspect within doubting,cognitive
rea@dub,doubt-component of reasoning,rea@dub = the doubt aspect hidden in reasoning,cognitive
dub@rea,reasoning-component of doubt,dub@rea = the reasoning aspect within doubt,cognitive
rea@gue,guess-component of reasoning,rea@gue = the guess aspect hidden in reasoning,cognitive
gue@rea,reasoning-component of guess,gue@rea = the reasoning aspect within guess,cognitive
rea@asu,assume-component of reasoning,rea@asu = the assume aspect hidden in reasoning,cognitive
asu@rea,reasoning-component of assume,asu@rea = the reasoning aspect within assume,cognitive
rea@evi,evidence-component of reasoning,rea@evi = the evidence aspect hidden in reasoning,cognitive
