expression,meaning,example,domain
ack*apt,acknowledge ∧ apartment,ack*apt,agent-sensory
ack*aret,acknowledge ∧ arete,ack*aret,agent-ethics
ack*async,acknowledge ∧ not synchronized concurrent,ack*async,agent-technical
ack*async*avo,acknowledge ∧ not synchronized concurrent ∧ avoid,ack*async*avo,ternary
ack*async*ben,acknowledge ∧ not synchronized concurrent ∧ bend,ack*async*ben,ternary
ack*async*bld,acknowledge ∧ not synchronized concurrent ∧ build,ack*async*bld,ternary
ack*async*bng,acknowledge ∧ not synchronized concurrent ∧ bring,ack*async*bng,ternary
ack*avo,acknowledge ∧ avoid,ack*avo,agent-process
ack*await,acknowledge ∧ wait for completion,ack*await,agent-technical
ack*await*avo,acknowledge ∧ wait for completion ∧ avoid,ack*await*avo,ternary
ack*await*ben,acknowledge ∧ wait for completion ∧ bend,ack*await*ben,ternary
ack*await*bld,acknowledge ∧ wait for completion ∧ build,ack*await*bld,ternary
ack*await*bng,acknowledge ∧ wait for completion ∧ bring,ack*await*bng,ternary
ack*bag,acknowledge ∧ bag,ack*bag,agent-motion
ack*bak,acknowledge ∧ backup,ack*bak,agent-technical
ack*ban,acknowledge ∧ banana,ack*ban,agent-concrete
ack*bar,acknowledge ∧ baraka,ack*bar,agent-ethics
ack*bat,acknowledge ∧ bathroom,ack*bat,agent-sensory
ack*bed,acknowledge ∧ bedroom,ack*bed,agent-sensory
ack*bee,acknowledge ∧ beer,ack*bee,agent-concrete
ack*beff,acknowledge ∧ beef,ack*beff,agent-concrete
ack*ben,acknowledge ∧ bend,ack*ben,agent-process
ack*bit,acknowledge ∧ bitter,ack*bit,agent-concrete
ack*bld,acknowledge ∧ build,ack*bld,agent-process
ack*ble,acknowledge ∧ blessing,ack*ble,agent-ethics
ack*bng,acknowledge ∧ bring,ack*bng,agent-process
ack*bnk,acknowledge ∧ bank,ack*bnk,agent-sensory
ack*bod,acknowledge ∧ awakening,ack*bod,agent-ethics
ack*boi,acknowledge ∧ boil,ack*boi,agent-concrete
ack*boo,acknowledge ∧ book,ack*boo,agent-motion
ack*bot,acknowledge ∧ automated agent,ack*bot,agent-technical
ack*bow,acknowledge ∧ bowl,ack*bow,agent-motion
ack*box,acknowledge ∧ box,ack*box,agent-motion
ack*brk,acknowledge ∧ break,ack*brk,agent-process
ack*cas,acknowledge ∧ castle,ack*cas,agent-sensory
ack*cei,acknowledge ∧ ceiling,ack*cei,agent-sensory
ack*clm,acknowledge ∧ climb,ack*clm,agent-process
ack*cup,acknowledge ∧ cup,ack*cup,agent-motion
ack*der,acknowledge ∧ virtue,ack*der,agent-ethics
ack*ham,acknowledge ∧ hammer,ack*ham,agent-motion
acr*abd,across ∧ abduct,acr*abd,spatial-cognitive
acr*abl,across ∧ able,acr*abl,spatial-cognitive
acr*abs,across ∧ abstract,acr*abs,spatial-cognitive
acr*acc,across ∧ accelerate,acr*acc,spatial-temporal
acr*acc*cer,across ∧ accelerate ∧ ceremony,acr*acc*cer,ternary
acr*acc*chi,across ∧ accelerate ∧ child,acr*acc*chi,ternary
acr*acc*cru,across ∧ accelerate ∧ cruel,acr*acc*cru,ternary
acr*acc*cul,across ∧ accelerate ∧ culture,acr*acc*cul,ternary
acr*ack,across ∧ acknowledge,acr*ack,spatial-agent
acr*act,across ∧ action,acr*act,spatial-agent
acr*ada,across ∧ adapt,acr*ada,spatial-agent
acr*aft,across ∧ after,acr*aft,spatial-temporal
acr*aft*cer,across ∧ after ∧ ceremony,acr*aft*cer,ternary
acr*aft*chi,across ∧ after ∧ child,acr*aft*chi,ternary
acr*aft*cru,across ∧ after ∧ cruel,acr*aft*cru,ternary
acr*aft*cul,across ∧ after ∧ culture,acr*aft*cul,ternary
acr*age,across ∧ agent,acr*age,spatial-abstract
acr*agg,across ∧ aggregate,acr*agg,spatial-agent
acr*agr,across ∧ agreeing,acr*agr,spatial-communication
acr*agt,across ∧ agent,acr*agt,spatial-agent
acr*ahi,across ∧ ahimsa,acr*ahi,spatial-ethics
acr*aim,across ∧ aim,acr*aim,spatial-cognitive
acr*ale,across ∧ aleatoric uncertainty (inherently random),acr*ale,spatial-agent
acr*all,across ∧ all,acr*all,spatial-abstract
acr*alp,across ∧ alpha,acr*alp,spatial-abstract
acr*alt,across ∧ alternatively,acr*alt,spatial-abstract
acr*alw,across ∧ always,acr*alw,spatial-temporal
acr*alw*cer,across ∧ always ∧ ceremony,acr*alw*cer,ternary
acr*alw*chi,across ∧ always ∧ child,acr*alw*chi,ternary
acr*alw*cru,across ∧ always ∧ cruel,acr*alw*cru,ternary
acr*alw*cul,across ∧ always ∧ culture,acr*alw*cul,ternary
acr*amb,across ∧ many meanings,acr*amb,spatial-abstract
acr*anc,across ∧ ancient,acr*anc,spatial-abstract
acr*ang,across ∧ anger,acr*ang,spatial-cognitive
acr*ani,across ∧ animal,acr*ani,spatial-living
acr*ans,across ∧ answer,acr*ans,spatial-communication
acr*ant,across ∧ ant,acr*ant,spatial-living
acr*anx,across ∧ anxious,acr*anx,spatial-cognitive
acr*api,across ∧ interface,acr*api,spatial-technical
acr*apl,across ∧ apple,acr*apl,spatial-concrete
acr*app,across ∧ application,acr*app,spatial-technical
acr*apt,across ∧ apartment,acr*apt,spatial-sensory
acr*aret,across ∧ arete,acr*aret,spatial-ethics
acr*arg,across ∧ arguing,acr*arg,spatial-communication
acr*ask,across ∧ asking,acr*ask,spatial-communication
acr*async,across ∧ not synchronized concurrent,acr*async,spatial-technical
acr*avi,across ∧ bird,acr*avi,spatial-living
acr*avo,across ∧ avoid,acr*avo,spatial-process
acr*await,across ∧ wait for completion,acr*await,spatial-technical
acr*bag,across ∧ bag,acr*bag,spatial-motion
acr*bak,across ∧ backup,acr*bak,spatial-technical
acr*ban,across ∧ banana,acr*ban,spatial-concrete
acr*bar,across ∧ baraka,acr*bar,spatial-ethics
acr*bat,across ∧ bathroom,acr*bat,spatial-sensory
acr*bed,across ∧ bedroom,acr*bed,spatial-sensory
acr*bee,across ∧ beer,acr*bee,spatial-concrete
acr*bef,across ∧ before,acr*bef,spatial-temporal
acr*bef*cer,across ∧ before ∧ ceremony,acr*bef*cer,ternary
acr*bef*chi,across ∧ before ∧ child,acr*bef*chi,ternary
acr*bef*cru,across ∧ before ∧ cruel,acr*bef*cru,ternary
acr*bef*cul,across ∧ before ∧ culture,acr*bef*cul,ternary
acr*beff,across ∧ beef,acr*beff,spatial-concrete
acr*beg,across ∧ beginning,acr*beg,spatial-temporal
acr*ben,across ∧ bend,acr*ben,spatial-process
acr*ber,across ∧ berry,acr*ber,spatial-living
acr*bir,across ∧ birth,acr*bir,spatial-temporal
acr*bit,across ∧ bitter,acr*bit,spatial-concrete
acr*bld,across ∧ build,acr*bld,spatial-process
acr*ble,across ∧ blessing,acr*ble,spatial-ethics
acr*blo,across ∧ blood,acr*blo,spatial-living
acr*bng,across ∧ bring,acr*bng,spatial-process
acr*bnk,across ∧ bank,acr*bnk,spatial-sensory
acr*bod,across ∧ awakening,acr*bod,spatial-ethics
acr*boi,across ∧ boil,acr*boi,spatial-concrete
acr*bon,across ∧ bone,acr*bon,spatial-living
acr*boo,across ∧ book,acr*boo,spatial-motion
acr*bot,across ∧ automated agent,acr*bot,spatial-technical
acr*bow,across ∧ bowl,acr*bow,spatial-motion
acr*box,across ∧ box,acr*box,spatial-motion
acr*brk,across ∧ break,acr*brk,spatial-process
acr*cas,across ∧ castle,acr*cas,spatial-sensory
acr*cei,across ∧ ceiling,acr*cei,spatial-sensory
acr*cer,across ∧ ceremony,acr*cer,spatial-social
acr*chi,across ∧ child,acr*chi,spatial-social
acr*cle,across ∧ clear,acr*cle,spatial-communication
acr*clm,across ∧ climb,acr*clm,spatial-process
acr*cri,across ∧ criticize,acr*cri,spatial-communication
acr*cru,across ∧ cruel,acr*cru,spatial-social
acr*cul,across ∧ culture,acr*cul,spatial-social
acr*cup,across ∧ cup,acr*cup,spatial-motion
acr*cus,across ∧ custom,acr*cus,spatial-social
acr*der,across ∧ virtue,acr*der,spatial-ethics
acr*dut,across ∧ duty,acr*dut,spatial-social
acr*ham,across ∧ hammer,acr*ham,spatial-motion
act*ahi,action ∧ ahimsa,act*ahi,agent-ethics
act*api,action ∧ interface,act*api,agent-technical
act*api*avo,action ∧ interface ∧ avoid,act*api*avo,ternary
act*api*ben,action ∧ interface ∧ bend,act*api*ben,ternary
act*api*bld,action ∧ interface ∧ build,act*api*bld,ternary
act*api*bng,action ∧ interface ∧ bring,act*api*bng,ternary
act*apl,action ∧ apple,act*apl,agent-concrete
act*app,action ∧ application,act*app,agent-technical
act*app*avo,action ∧ application ∧ avoid,act*app*avo,ternary
act*app*ben,action ∧ application ∧ bend,act*app*ben,ternary
act*app*bld,action ∧ application ∧ build,act*app*bld,ternary
act*app*bng,action ∧ application ∧ bring,act*app*bng,ternary
act*apt,action ∧ apartment,act*apt,agent-sensory
act*aret,action ∧ arete,act*aret,agent-ethics
act*async,action ∧ not synchronized concurrent,act*async,agent-technical
act*async*avo,action ∧ not synchronized concurrent ∧ avoid,act*async*avo,ternary
act*async*ben,action ∧ not synchronized concurrent ∧ bend,act*async*ben,ternary
act*async*bld,action ∧ not synchronized concurrent ∧ build,act*async*bld,ternary
act*async*bng,action ∧ not synchronized concurrent ∧ bring,act*async*bng,ternary
act*avo,action ∧ avoid,act*avo,agent-process
act*await,action ∧ wait for completion,act*await,agent-technical
act*await*avo,action ∧ wait for completion ∧ avoid,act*await*avo,ternary
act*await*ben,action ∧ wait for completion ∧ bend,act*await*ben,ternary
act*await*bld,action ∧ wait for completion ∧ build,act*await*bld,ternary
act*await*bng,action ∧ wait for completion ∧ bring,act*await*bng,ternary
act*bag,action ∧ bag,act*bag,agent-motion
act*bak,action ∧ backup,act*bak,agent-technical
act*ban,action ∧ banana,act*ban,agent-concrete
act*bar,action ∧ baraka,act*bar,agent-ethics
act*bat,action ∧ bathroom,act*bat,agent-sensory
act*bed,action ∧ bedroom,act*bed,agent-sensory
act*bee,action ∧ beer,act*bee,agent-concrete
act*beff,action ∧ beef,act*beff,agent-concrete
act*ben,action ∧ bend,act*ben,agent-process
act*bit,action ∧ bitter,act*bit,agent-concrete
act*bld,action ∧ build,act*bld,agent-process
act*ble,action ∧ blessing,act*ble,agent-ethics
act*bng,action ∧ bring,act*bng,agent-process
act*bnk,action ∧ bank,act*bnk,agent-sensory
act*bod,action ∧ awakening,act*bod,agent-ethics
act*boi,action ∧ boil,act*boi,agent-concrete
act*boo,action ∧ book,act*boo,agent-motion
act*bot,action ∧ automated agent,act*bot,agent-technical
act*bow,action ∧ bowl,act*bow,agent-motion
act*box,action ∧ box,act*box,agent-motion
act*brk,action ∧ break,act*brk,agent-process
act*cas,action ∧ castle,act*cas,agent-sensory
act*cei,action ∧ ceiling,act*cei,agent-sensory
act*clm,action ∧ climb,act*clm,agent-process
act*cup,action ∧ cup,act*cup,agent-motion
act*der,action ∧ virtue,act*der,agent-ethics
act*ham,action ∧ hammer,act*ham,agent-motion
ada*ahi,adapt ∧ ahimsa,ada*ahi,agent-ethics
ada*api,adapt ∧ interface,ada*api,agent-technical
ada*api*avo,adapt ∧ interface ∧ avoid,ada*api*avo,ternary
ada*api*ben,adapt ∧ interface ∧ bend,ada*api*ben,ternary
ada*api*bld,adapt ∧ interface ∧ build,ada*api*bld,ternary
ada*api*bng,adapt ∧ interface ∧ bring,ada*api*bng,ternary
ada*apl,adapt ∧ apple,ada*apl,agent-concrete
ada*app,adapt ∧ application,ada*app,agent-technical
ada*app*avo,adapt ∧ application ∧ avoid,ada*app*avo,ternary
ada*app*ben,adapt ∧ application ∧ bend,ada*app*ben,ternary
ada*app*bld,adapt ∧ application ∧ build,ada*app*bld,ternary
ada*app*bng,adapt ∧ application ∧ bring,ada*app*bng,ternary
ada*apt,adapt ∧ apartment,ada*apt,agent-sensory
ada*aret,adapt ∧ arete,ada*aret,agent-ethics
ada*async,adapt ∧ not synchronized concurrent,ada*async,agent-technical
ada*async*avo,adapt ∧ not synchronized concurrent ∧ avoid,ada*async*avo,ternary
ada*async*ben,adapt ∧ not synchronized concurrent ∧ bend,ada*async*ben,ternary
ada*async*bld,adapt ∧ not synchronized concurrent ∧ build,ada*async*bld,ternary
ada*async*bng,adapt ∧ not synchronized concurrent ∧ bring,ada*async*bng,ternary
ada*avo,adapt ∧ avoid,ada*avo,agent-process
ada*await,adapt ∧ wait for completion,ada*await,agent-technical
ada*await*avo,adapt ∧ wait for completion ∧ avoid,ada*await*avo,ternary
ada*await*ben,adapt ∧ wait for completion ∧ bend,ada*await*ben,ternary
ada*await*bld,adapt ∧ wait for completion ∧ build,ada*await*bld,ternary
ada*await*bng,adapt ∧ wait for completion ∧ bring,ada*await*bng,ternary
ada*bag,adapt ∧ bag,ada*bag,agent-motion
ada*bak,adapt ∧ backup,ada*bak,agent-technical
ada*ban,adapt ∧ banana,ada*ban,agent-concrete
ada*bar,adapt ∧ baraka,ada*bar,agent-ethics
ada*bat,adapt ∧ bathroom,ada*bat,agent-sensory
ada*bed,adapt ∧ bedroom,ada*bed,agent-sensory
ada*bee,adapt ∧ beer,ada*bee,agent-concrete
ada*beff,adapt ∧ beef,ada*beff,agent-concrete
ada*ben,adapt ∧ bend,ada*ben,agent-process
ada*bit,adapt ∧ bitter,ada*bit,agent-concrete
ada*bld,adapt ∧ build,ada*bld,agent-process
ada*ble,adapt ∧ blessing,ada*ble,agent-ethics
ada*bng,adapt ∧ bring,ada*bng,agent-process
ada*bnk,adapt ∧ bank,ada*bnk,agent-sensory
ada*bod,adapt ∧ awakening,ada*bod,agent-ethics
ada*boi,adapt ∧ boil,ada*boi,agent-concrete
ada*boo,adapt ∧ book,ada*boo,agent-motion
ada*bot,adapt ∧ automated agent,ada*bot,agent-technical
ada*bow,adapt ∧ bowl,ada*bow,agent-motion
ada*box,adapt ∧ box,ada*box,agent-motion
ada*brk,adapt ∧ break,ada*brk,agent-process
ada*cas,adapt ∧ castle,ada*cas,agent-sensory
ada*cei,adapt ∧ ceiling,ada*cei,agent-sensory
ada*clm,adapt ∧ climb,ada*clm,agent-process
ada*cup,adapt ∧ cup,ada*cup,agent-motion
ada*der,adapt ∧ virtue,ada*der,agent-ethics
ada*ham,adapt ∧ hammer,ada*ham,agent-motion
aer*abd,air-related ∧ abduct,aer*abd,physical-cognitive
aer*abd*agr,air-related ∧ abduct ∧ agreeing,aer*abd*agr,ternary
aer*abd*ans,air-related ∧ abduct ∧ answer,aer*abd*ans,ternary
aer*abd*arg,air-related ∧ abduct ∧ arguing,aer*abd*arg,ternary
aer*abd*ask,air-related ∧ abduct ∧ asking,aer*abd*ask,ternary
aer*abl,air-related ∧ able,aer*abl,physical-cognitive
aer*abl*agr,air-related ∧ able ∧ agreeing,aer*abl*agr,ternary
aer*abl*ans,air-related ∧ able ∧ answer,aer*abl*ans,ternary
aer*abl*arg,air-related ∧ able ∧ arguing,aer*abl*arg,ternary
aer*abl*ask,air-related ∧ able ∧ asking,aer*abl*ask,ternary
aer*abo,air-related ∧ above,aer*abo,physical-spatial
aer*abo*acc,air-related ∧ above ∧ accelerate,aer*abo*acc,ternary
aer*abo*aft,air-related ∧ above ∧ after,aer*abo*aft,ternary
aer*abo*alw,air-related ∧ above ∧ always,aer*abo*alw,ternary
aer*abo*bef,air-related ∧ above ∧ before,aer*abo*bef,ternary
aer*abs,air-related ∧ abstract,aer*abs,physical-cognitive
aer*abs*agr,air-related ∧ abstract ∧ agreeing,aer*abs*agr,ternary
aer*abs*ans,air-related ∧ abstract ∧ answer,aer*abs*ans,ternary
aer*abs*arg,air-related ∧ abstract ∧ arguing,aer*abs*arg,ternary
aer*abs*ask,air-related ∧ abstract ∧ asking,aer*abs*ask,ternary
aer*acc,air-related ∧ accelerate,aer*acc,physical-temporal
aer*ack,air-related ∧ acknowledge,aer*ack,physical-agent
aer*acr,air-related ∧ across,aer*acr,physical-spatial
aer*acr*acc,air-related ∧ across ∧ accelerate,aer*acr*acc,ternary
aer*acr*aft,air-related ∧ across ∧ after,aer*acr*aft,ternary
aer*acr*alw,air-related ∧ across ∧ always,aer*acr*alw,ternary
aer*acr*bef,air-related ∧ across ∧ before,aer*acr*bef,ternary
aer*act,air-related ∧ action,aer*act,physical-agent
aer*ada,air-related ∧ adapt,aer*ada,physical-agent
aer*aft,air-related ∧ after,aer*aft,physical-temporal
aer*aga,air-related ∧ against,aer*aga,physical-spatial
aer*aga*acc,air-related ∧ against ∧ accelerate,aer*aga*acc,ternary
aer*aga*aft,air-related ∧ against ∧ after,aer*aga*aft,ternary
aer*aga*alw,air-related ∧ against ∧ always,aer*aga*alw,ternary
aer*aga*bef,air-related ∧ against ∧ before,aer*aga*bef,ternary
aer*age,air-related ∧ agent,aer*age,physical-abstract
aer*agg,air-related ∧ aggregate,aer*agg,physical-agent
aer*agr,air-related ∧ agreeing,aer*agr,physical-communication
aer*agt,air-related ∧ agent,aer*agt,physical-agent
aer*ahi,air-related ∧ ahimsa,aer*ahi,physical-ethics
aer*aim,air-related ∧ aim,aer*aim,physical-cognitive
aer*aim*agr,air-related ∧ aim ∧ agreeing,aer*aim*agr,ternary
aer*aim*ans,air-related ∧ aim ∧ answer,aer*aim*ans,ternary
aer*aim*arg,air-related ∧ aim ∧ arguing,aer*aim*arg,ternary
aer*aim*ask,air-related ∧ aim ∧ asking,aer*aim*ask,ternary
aer*ale,air-related ∧ aleatoric uncertainty (inherently random),aer*ale,physical-agent
aer*all,air-related ∧ all,aer*all,physical-abstract
aer*alo,air-related ∧ along,aer*alo,physical-spatial
aer*alo*acc,air-related ∧ along ∧ accelerate,aer*alo*acc,ternary
aer*alo*aft,air-related ∧ along ∧ after,aer*alo*aft,ternary
aer*alo*alw,air-related ∧ along ∧ always,aer*alo*alw,ternary
aer*alo*bef,air-related ∧ along ∧ before,aer*alo*bef,ternary
aer*alp,air-related ∧ alpha,aer*alp,physical-abstract
aer*alt,air-related ∧ alternatively,aer*alt,physical-abstract
aer*alw,air-related ∧ always,aer*alw,physical-temporal
aer*amb,air-related ∧ many meanings,aer*amb,physical-abstract
aer*amo,air-related ∧ among,aer*amo,physical-spatial
aer*anc,air-related ∧ ancient,aer*anc,physical-abstract
aer*ang,air-related ∧ anger,aer*ang,physical-cognitive
aer*ani,air-related ∧ animal,aer*ani,physical-living
aer*ani*cer,air-related ∧ animal ∧ ceremony,aer*ani*cer,ternary
aer*ani*chi,air-related ∧ animal ∧ child,aer*ani*chi,ternary
aer*ani*cru,air-related ∧ animal ∧ cruel,aer*ani*cru,ternary
aer*ani*cul,air-related ∧ animal ∧ culture,aer*ani*cul,ternary
aer*ans,air-related ∧ answer,aer*ans,physical-communication
aer*ant,air-related ∧ ant,aer*ant,physical-living
aer*ant*cer,air-related ∧ ant ∧ ceremony,aer*ant*cer,ternary
aer*ant*chi,air-related ∧ ant ∧ child,aer*ant*chi,ternary
aer*ant*cru,air-related ∧ ant ∧ cruel,aer*ant*cru,ternary
aer*ant*cul,air-related ∧ ant ∧ culture,aer*ant*cul,ternary
aer*anx,air-related ∧ anxious,aer*anx,physical-cognitive
aer*api,air-related ∧ interface,aer*api,physical-technical
aer*apl,air-related ∧ apple,aer*apl,physical-concrete
aer*app,air-related ∧ application,aer*app,physical-technical
aer*apt,air-related ∧ apartment,aer*apt,physical-sensory
aer*arc,air-related ∧ arc,aer*arc,physical-spatial
aer*aret,air-related ∧ arete,aer*aret,physical-ethics
aer*arg,air-related ∧ arguing,aer*arg,physical-communication
aer*ask,air-related ∧ asking,aer*ask,physical-communication
aer*async,air-related ∧ not synchronized concurrent,aer*async,physical-technical
aer*avi,air-related ∧ bird,aer*avi,physical-living
aer*avi*cer,air-related ∧ bird ∧ ceremony,aer*avi*cer,ternary
aer*avi*chi,air-related ∧ bird ∧ child,aer*avi*chi,ternary
aer*avi*cru,air-related ∧ bird ∧ cruel,aer*avi*cru,ternary
aer*avi*cul,air-related ∧ bird ∧ culture,aer*avi*cul,ternary
aer*avo,air-related ∧ avoid,aer*avo,physical-process
aer*await,air-related ∧ wait for completion,aer*await,physical-technical
aer*bag,air-related ∧ bag,aer*bag,physical-motion
aer*bak,air-related ∧ backup,aer*bak,physical-technical
aer*ban,air-related ∧ banana,aer*ban,physical-concrete
aer*bar,air-related ∧ baraka,aer*bar,physical-ethics
aer*bat,air-related ∧ bathroom,aer*bat,physical-sensory
aer*bed,air-related ∧ bedroom,aer*bed,physical-sensory
aer*bee,air-related ∧ beer,aer*bee,physical-concrete
